row_number,repository_owner,repository_name,file_url,conflicts,total_labels,disagreement_percentage,amy_label_count,tem_label_count,common_label_count,only_in_amy,only_in_tem,common_labels
244,doggy8088,vscode-pangu2,https://github.com/doggy8088/vscode-pangu2/blob/main/.github/copilot-instructions.md,6,10,60.0,7,7,4,Architecture; Debugging; System Overview,Deployment and Operations; Documentation & References; Implementation Details,Build  & Run; Configuration & Environment; Development Process; Test
245,Azure,fleet,https://github.com/Azure/fleet/blob/main/.github/copilot-instructions.md,2,7,28.57,5,7,5,,Claude/AI Integration; Project Management,Architecture; Documentation & References; Implementation Details; System Overview; Test
246,kkweon,butler,https://github.com/kkweon/butler/blob/master/.github/copilot-instructions.md,5,8,62.5,4,7,3,Development Process,Build  & Run; Project Management; System Overview; UI/UX,Architecture; Implementation Details; Test
247,microsoft,AzureTRE,https://github.com/microsoft/AzureTRE/blob/main/.github/copilot-instructions.md,1,7,14.29,6,7,6,,Claude/AI Integration,Architecture; Configuration & Environment; Deployment and Operations; Documentation & References; Implementation Details; System Overview
248,yinzhenyu-su,weekly-git-summary,https://github.com/yinzhenyu-su/weekly-git-summary/blob/main/.github/copilot-instructions.md,6,11,54.55,9,7,5,Architecture; Configuration & Environment; Debugging; Performance,Claude/AI Integration; UI/UX,Build  & Run; Deployment and Operations; Development Process; System Overview; Test
249,Azure,terraform-azurerm-avm-ptn-alz-management,https://github.com/Azure/terraform-azurerm-avm-ptn-alz-management/blob/main/.github/copilot-instructions.md,3,8,37.5,6,7,5,Debugging,Documentation & References; Security,Architecture; Deployment and Operations; Development Process; Implementation Details; System Overview
250,FBartos,RoBMA,https://github.com/FBartos/RoBMA/blob/master/.github/copilot-instructions.md,6,7,85.71,1,7,1,,Architecture; Build  & Run; Configuration & Environment; Documentation & References; System Overview; Test,Implementation Details
251,luno,luno-mcp,https://github.com/luno/luno-mcp/blob/main/.github/copilot-instructions.md,7,10,70.0,6,7,3,Development Process; Documentation & References; Security,Claude/AI Integration; Debugging; Deployment and Operations; System Overview,Architecture; Implementation Details; Test
252,timrogers,litra-rs,https://github.com/timrogers/litra-rs/blob/main/.github/copilot-instructions.md,4,8,50.0,5,7,4,Claude/AI Integration,Development Process; Implementation Details; Project Management,Build  & Run; Configuration & Environment; System Overview; Test
253,dotnet,dotnet-docker,https://github.com/dotnet/dotnet-docker/blob/main/.github/copilot-instructions.md,3,7,42.86,4,7,4,,Architecture; Claude/AI Integration; Configuration & Environment,Build  & Run; Documentation & References; Implementation Details; Test
254,JMBeresford,retrom,https://github.com/JMBeresford/retrom/blob/main/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Build  & Run; Configuration & Environment; Implementation Details; UI/UX,Architecture; Development Process; System Overview
255,openfoodfacts,smooth-app,https://github.com/openfoodfacts/smooth-app/blob/master/.github/copilot-instructions.md,5,11,45.45,10,7,6,Architecture; Debugging; Performance; System Overview,Implementation Details,Build  & Run; Configuration & Environment; Deployment and Operations; Development Process; Documentation & References; Test
256,SwitchbackTech,compass,https://github.com/SwitchbackTech/compass/blob/main/.github/copilot-instructions.md,1,1,100.0,1,0,0,Documentation & References,,
257,asgardeo,thunder,https://github.com/asgardeo/thunder/blob/main/.github/copilot-instructions.md,4,8,50.0,5,7,4,Documentation & References,Build  & Run; Claude/AI Integration; Debugging,Architecture; Implementation Details; System Overview; Test
258,FidelusAleksander,ghcertified,https://github.com/FidelusAleksander/ghcertified/blob/master/.github/copilot-instructions.md,5,8,62.5,4,7,3,Build  & Run,Configuration & Environment; Development Process; Documentation & References; Implementation Details,Architecture; System Overview; UI/UX
259,IntelliTect,EssentialCSharp.Web,https://github.com/IntelliTect/EssentialCSharp.Web/blob/main/.github/copilot-instructions.md,6,11,54.55,9,7,5,Development Process; Performance; Project Management; Test,Claude/AI Integration; Implementation Details,Architecture; Build  & Run; Configuration & Environment; Security; System Overview
260,camunda,camunda,https://github.com/camunda/camunda/blob/main/.github/copilot-instructions.md,2,8,25.0,7,7,6,Security,Claude/AI Integration,Build  & Run; Development Process; Documentation & References; Implementation Details; System Overview; Test
261,dotnet,docs,https://github.com/dotnet/docs/blob/main/.github/copilot-instructions.md,5,8,62.5,4,7,3,Development Process,Architecture; Build  & Run; Project Management; System Overview,Claude/AI Integration; Documentation & References; Implementation Details
262,GH-Event-Demos,gitvision-workshop,https://github.com/GH-Event-Demos/gitvision-workshop/blob/main/.github/copilot-instructions.md,3,8,37.5,6,7,5,Security,Configuration & Environment; Debugging,Architecture; Claude/AI Integration; Implementation Details; System Overview; Test
263,adamsilverstein,wp-performance-wizard,https://github.com/adamsilverstein/wp-performance-wizard/blob/main/.github/copilot-instructions.md,2,3,66.67,1,3,1,,Implementation Details; Security,Documentation & References
264,microsoft,vscode-docs,https://github.com/microsoft/vscode-docs/blob/main/.github/copilot-instructions.md,1,2,50.0,1,2,1,,Implementation Details,Documentation & References
265,PlagueHO,foundryvtt-azure,https://github.com/PlagueHO/foundryvtt-azure/blob/main/.github/copilot-instructions.md,6,9,66.67,5,7,3,Development Process; Documentation & References,Configuration & Environment; Debugging; Deployment and Operations; System Overview,Architecture; Build  & Run; Implementation Details
266,invokable,laravel-line-sdk,https://github.com/invokable/laravel-line-sdk/blob/main/.github/copilot-instructions.md,5,10,50.0,8,7,5,Build  & Run; Development Process; Test,Claude/AI Integration; Security,Architecture; Configuration & Environment; Documentation & References; Implementation Details; System Overview
267,dotnet,docs-aspire,https://github.com/dotnet/docs-aspire/blob/main/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Architecture; Configuration & Environment; Security; System Overview,Claude/AI Integration; Documentation & References; Implementation Details
268,philips-software,roslyn-analyzers,https://github.com/philips-software/roslyn-analyzers/blob/main/.github/copilot-instructions.md,9,12,75.0,8,7,3,Architecture; Claude/AI Integration; Debugging; Performance; System Overview,Configuration & Environment; Deployment and Operations; Documentation & References; Test,Build  & Run; Development Process; Implementation Details
269,xability,maidr,https://github.com/xability/maidr/blob/main/.github/copilot-instructions.md,5,8,62.5,4,7,3,Development Process,Build  & Run; Claude/AI Integration; Maintanability; UI/UX,Architecture; Implementation Details; System Overview
270,triggerdotdev,trigger.dev,https://github.com/triggerdotdev/trigger.dev/blob/main/.github/copilot-instructions.md,3,5,60.0,2,5,2,,Architecture; Claude/AI Integration; Configuration & Environment,Implementation Details; System Overview
271,srbhr,Resume-Matcher,https://github.com/srbhr/Resume-Matcher/blob/main/.github/copilot-instructions.md,4,10,40.0,9,7,6,Deployment and Operations; Development Process; Security,UI/UX,Architecture; Claude/AI Integration; Configuration & Environment; Implementation Details; System Overview; Test
272,carlocardella,vscode-TextToolbox,https://github.com/carlocardella/vscode-TextToolbox/blob/master/.github/copilot-instructions.md,7,10,70.0,6,7,3,Claude/AI Integration; Deployment and Operations; Maintanability,Build  & Run; Configuration & Environment; Implementation Details; Test,Development Process; Documentation & References; System Overview
273,microsoft,typespec,https://github.com/microsoft/typespec/blob/main/.github/copilot-instructions.md,7,12,58.33,10,7,5,Debugging; Development Process; Maintanability; Performance; Project Management,Claude/AI Integration; Implementation Details,Architecture; Build  & Run; Configuration & Environment; System Overview; Test
274,Catfriend1,syncthing-lite,https://github.com/Catfriend1/syncthing-lite/blob/main/.github/copilot-instructions.md,5,7,71.43,3,6,2,Architecture,Build  & Run; Configuration & Environment; Debugging; Deployment and Operations,Claude/AI Integration; Implementation Details
275,aborruso,scrape-cli,https://github.com/aborruso/scrape-cli/blob/master/.github/copilot-instructions.md,8,10,80.0,5,7,2,Architecture; Claude/AI Integration; Development Process,Build  & Run; Configuration & Environment; Documentation & References; Test; UI/UX,Implementation Details; System Overview
276,microsoft,FluidFramework,https://github.com/microsoft/FluidFramework/blob/main/.github/copilot-instructions.md,1,1,100.0,1,0,0,Implementation Details,,
277,microsoft,mcp,https://github.com/microsoft/mcp/blob/main/.github/copilot-instructions.md,5,7,71.43,2,7,2,,Build  & Run; Claude/AI Integration; Configuration & Environment; Documentation & References; Test,Development Process; Implementation Details
278,meza,minecraft-mod-manager,https://github.com/meza/minecraft-mod-manager/blob/main/.github/copilot-instructions.md,5,9,55.56,6,7,4,Documentation & References; Maintanability,Build  & Run; Debugging; Implementation Details,Configuration & Environment; Development Process; System Overview; Test
279,RyanCavanaugh,TypeScript,https://github.com/RyanCavanaugh/TypeScript/blob/main/.github/copilot-instructions.md,5,9,55.56,6,7,4,Architecture; Claude/AI Integration,Debugging; Documentation & References; Implementation Details,Build  & Run; Development Process; System Overview; Test
280,petitstrawberry,Scarlet,https://github.com/petitstrawberry/Scarlet/blob/main/.github/copilot-instructions.md,2,7,28.57,5,7,5,,Configuration & Environment; Documentation & References,Build  & Run; Development Process; Implementation Details; System Overview; Test
281,aavetis,ui-prototyper,https://github.com/aavetis/ui-prototyper/blob/main/.github/copilot-instructions.md,6,8,75.0,3,7,2,Claude/AI Integration,Architecture; Build  & Run; Configuration & Environment; Documentation & References; System Overview,Implementation Details; UI/UX
282,ScrumGuides,ScrumGuide-ExpansionPack,https://github.com/ScrumGuides/ScrumGuide-ExpansionPack/blob/main/.github/copilot-instructions.md,5,11,45.45,10,7,6,Build  & Run; Development Process; Documentation & References; Performance,Project Management,Architecture; Configuration & Environment; Deployment and Operations; Implementation Details; System Overview; UI/UX
283,ocordova,cordova.me,https://github.com/ocordova/cordova.me/blob/master/.github/copilot-instructions.md,3,9,33.33,8,7,6,Claude/AI Integration; Performance,UI/UX,Architecture; Configuration & Environment; Debugging; Implementation Details; System Overview; Test
284,ublue-os,bluefin-docs,https://github.com/ublue-os/bluefin-docs/blob/main/.github/copilot-instructions.md,7,11,63.64,8,7,4,Claude/AI Integration; Debugging; System Overview; Test,Configuration & Environment; Deployment and Operations; Development Process,Architecture; Build  & Run; Documentation & References; Implementation Details
285,mysql-net,MySqlConnector,https://github.com/mysql-net/MySqlConnector/blob/master/.github/copilot-instructions.md,5,8,62.5,4,7,3,System Overview,Architecture; Claude/AI Integration; Configuration & Environment; Documentation & References,Implementation Details; Performance; Test
286,autoguru-au,overdrive,https://github.com/autoguru-au/overdrive/blob/main/.github/copilot-instructions.md,5,9,55.56,6,7,4,Maintanability; Performance,Build  & Run; Debugging; System Overview,Architecture; Documentation & References; Implementation Details; UI/UX
287,microsoft,onnxruntime-genai,https://github.com/microsoft/onnxruntime-genai/blob/main/.github/copilot-instructions.md,2,8,25.0,7,7,6,System Overview,Claude/AI Integration,Architecture; Build  & Run; Configuration & Environment; Implementation Details; Performance; Test
288,krissen,polleninformation,https://github.com/krissen/polleninformation/blob/master/.github/copilot-instructions.md,5,10,50.0,8,7,5,Debugging; Development Process; Implementation Details,Claude/AI Integration; Documentation & References,Architecture; Build  & Run; Configuration & Environment; System Overview; Test
289,timmo001,system-bridge,https://github.com/timmo001/system-bridge/blob/master/.github/copilot-instructions.md,4,4,100.0,1,3,0,Documentation & References,Claude/AI Integration; Implementation Details; Test,
290,catalystneuro,neuroconv,https://github.com/catalystneuro/neuroconv/blob/main/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Build  & Run; Debugging; Implementation Details; Test,Configuration & Environment; Development Process; Documentation & References
291,BrighterCommand,Brighter,https://github.com/BrighterCommand/Brighter/blob/master/.github/copilot-instructions.md,6,7,85.71,1,7,1,,Architecture; Build  & Run; Implementation Details; Project Management; System Overview; Test,Documentation & References
292,GrantBirki,json-yaml-validate,https://github.com/GrantBirki/json-yaml-validate/blob/main/.github/copilot-instructions.md,5,9,55.56,6,7,4,Architecture; Claude/AI Integration,Maintanability; Project Management; System Overview,Build  & Run; Development Process; Implementation Details; Test
293,ublue-os,packages,https://github.com/ublue-os/packages/blob/main/.github/copilot-instructions.md,8,12,66.67,9,7,4,Architecture; Debugging; Project Management; Security; System Overview,Configuration & Environment; Development Process; Documentation & References,Build  & Run; Deployment and Operations; Implementation Details; Test
294,saebyn,glowing-telegram,https://github.com/saebyn/glowing-telegram/blob/main/.github/copilot-instructions.md,6,9,66.67,5,7,3,Architecture; Development Process,Claude/AI Integration; Configuration & Environment; Deployment and Operations; System Overview,Build  & Run; Implementation Details; Test
295,Saksham-Goel1107,Dionysus,https://github.com/Saksham-Goel1107/Dionysus/blob/main/.github/copilot-instructions.md,4,9,44.44,7,7,5,Debugging; Test,Deployment and Operations; Implementation Details,Architecture; Build  & Run; Configuration & Environment; Development Process; System Overview
296,braze-inc,braze-docs,https://github.com/braze-inc/braze-docs/blob/main/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Documentation & References; Project Management; System Overview; Test,Claude/AI Integration; Development Process; Implementation Details
297,remotion-dev,remotion,https://github.com/remotion-dev/remotion/blob/main/.github/copilot-instructions.md,5,8,62.5,4,7,3,Architecture,Implementation Details; Project Management; System Overview; Test,Build  & Run; Development Process; Documentation & References
298,doggy8088,github-copilot-configs,https://github.com/doggy8088/github-copilot-configs/blob/main/.github/copilot-instructions.md,6,7,85.71,1,7,1,,Configuration & Environment; Development Process; Documentation & References; System Overview; Test; UI/UX,Implementation Details
299,tfausak,cabal-gild,https://github.com/tfausak/cabal-gild/blob/main/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Configuration & Environment; Implementation Details; Project Management; System Overview,Build  & Run; Development Process; Test
300,spadrapo,drapo,https://github.com/spadrapo/drapo/blob/master/.github/copilot-instructions.md,6,10,60.0,7,7,4,Architecture; Claude/AI Integration; Development Process,Deployment and Operations; Project Management; UI/UX,Build  & Run; Implementation Details; System Overview; Test
301,keepassxreboot,keepassxc,https://github.com/keepassxreboot/keepassxc/blob/master/.github/copilot-instructions.md,4,8,50.0,5,7,4,Development Process,Claude/AI Integration; Configuration & Environment; Implementation Details,Architecture; Build  & Run; System Overview; Test
302,wagtail,sphinx-wagtail-theme,https://github.com/wagtail/sphinx-wagtail-theme/blob/main/.github/copilot-instructions.md,8,8,100.0,1,7,0,Claude/AI Integration,Architecture; Documentation & References; Implementation Details; Project Management; System Overview; Test; UI/UX,
303,PlagueHO,foundryvtt-azure,https://github.com/PlagueHO/foundryvtt-azure/blob/main/.github/copilot-instructions.md,5,9,55.56,6,7,4,Claude/AI Integration; Documentation & References,Configuration & Environment; Debugging; System Overview,Architecture; Build  & Run; Deployment and Operations; Implementation Details
304,MicrosoftDocs,azure-devops-docs,https://github.com/MicrosoftDocs/azure-devops-docs/blob/master/.github/copilot-instructions.md,3,3,100.0,1,2,0,Documentation & References,Deployment and Operations; Implementation Details,
305,Pipelex,pipelex-cookbook,https://github.com/Pipelex/pipelex-cookbook/blob/main/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Build  & Run; Configuration & Environment; Deployment and Operations; Documentation & References,Claude/AI Integration; Implementation Details; System Overview
306,microsoft,mcp,https://github.com/microsoft/mcp/blob/main/.github/copilot-instructions.md,5,7,71.43,2,7,2,,Build  & Run; Claude/AI Integration; Configuration & Environment; Documentation & References; Test,Development Process; Implementation Details
307,Shelter-Partner,ShelterPartner,https://github.com/Shelter-Partner/ShelterPartner/blob/main/.github/copilot-instructions.md,3,8,37.5,6,7,5,Development Process,Deployment and Operations; UI/UX,Architecture; Build  & Run; Implementation Details; System Overview; Test
308,FBartos,RoBMA,https://github.com/FBartos/RoBMA/blob/master/.github/copilot-instructions.md,5,7,71.43,2,7,2,,Architecture; Build  & Run; Configuration & Environment; Documentation & References; Test,Implementation Details; System Overview
309,zwave-js,zwave-js,https://github.com/zwave-js/zwave-js/blob/master/.github/copilot-instructions.md,4,8,50.0,5,7,4,Architecture,Claude/AI Integration; Configuration & Environment; System Overview,Build  & Run; Development Process; Implementation Details; Test
310,PrismarineJS,minecraft-data,https://github.com/PrismarineJS/minecraft-data/blob/master/.github/copilot-instructions.md,6,9,66.67,5,7,3,Architecture; Development Process,Claude/AI Integration; Configuration & Environment; Deployment and Operations; Documentation & References,Build  & Run; Implementation Details; System Overview
311,TimBeyer,node-dlx,https://github.com/TimBeyer/node-dlx/blob/master/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Claude/AI Integration; Deployment and Operations; Implementation Details; System Overview,Development Process; Performance; Test
312,aavetis,ui-prototyper,https://github.com/aavetis/ui-prototyper/blob/main/.github/copilot-instructions.md,6,8,75.0,3,7,2,Claude/AI Integration,Architecture; Build  & Run; Configuration & Environment; Documentation & References; System Overview,Implementation Details; UI/UX
313,dotnet,msbuild,https://github.com/dotnet/msbuild/blob/main/.github/copilot-instructions.md,7,10,70.0,6,7,3,Architecture; Debugging; Development Process,Claude/AI Integration; Configuration & Environment; Implementation Details; Project Management,Build  & Run; System Overview; Test
314,christianhelle,apiclientcodegen,https://github.com/christianhelle/apiclientcodegen/blob/master/.github/copilot-instructions.md,5,9,55.56,6,7,4,Architecture; Development Process,Claude/AI Integration; Deployment and Operations; Implementation Details,Build  & Run; Configuration & Environment; System Overview; Test
315,zauberzeug,nicegui,https://github.com/zauberzeug/nicegui/blob/main/.github/copilot-instructions.md,5,6,83.33,1,6,1,,Claude/AI Integration; Development Process; Implementation Details; Project Management; System Overview,Documentation & References
316,MaxKorlaar,hypixel-signatures,https://github.com/MaxKorlaar/hypixel-signatures/blob/main/.github/copilot-instructions.md,2,8,25.0,7,7,6,Claude/AI Integration,Build  & Run,Architecture; Configuration & Environment; Documentation & References; Implementation Details; System Overview; Test
317,versia-pub,server,https://github.com/versia-pub/server/blob/main/.github/copilot-instructions.md,4,7,57.14,3,7,3,,Build  & Run; Claude/AI Integration; Deployment and Operations; Test,Architecture; Implementation Details; System Overview
318,risingwavelabs,risingwave,https://github.com/risingwavelabs/risingwave/blob/main/.github/copilot-instructions.md,3,9,33.33,8,7,6,Architecture; Development Process,Deployment and Operations,Build  & Run; Configuration & Environment; Documentation & References; Implementation Details; System Overview; Test
319,dotnet,java-interop,https://github.com/dotnet/java-interop/blob/main/.github/copilot-instructions.md,2,8,25.0,7,7,6,Debugging,Claude/AI Integration,Architecture; Build  & Run; Configuration & Environment; Documentation & References; Implementation Details; System Overview
320,TECH7Fox,asterisk-hass-integration,https://github.com/TECH7Fox/asterisk-hass-integration/blob/main/.github/copilot-instructions.md,6,10,60.0,7,7,4,Debugging; Development Process; Project Management,Build  & Run; Claude/AI Integration; Implementation Details,Architecture; Configuration & Environment; System Overview; Test
321,digitarald,vscode-agent-todos,https://github.com/digitarald/vscode-agent-todos/blob/main/.github/copilot-instructions.md,4,8,50.0,5,7,4,Security,Claude/AI Integration; Configuration & Environment; Deployment and Operations,Architecture; Implementation Details; System Overview; Test
322,mysql-net,MySqlConnector,https://github.com/mysql-net/MySqlConnector/blob/master/.github/copilot-instructions.md,5,8,62.5,4,7,3,System Overview,Architecture; Claude/AI Integration; Configuration & Environment; Documentation & References,Implementation Details; Performance; Test
323,ArduPilot,MethodicConfigurator,https://github.com/ArduPilot/MethodicConfigurator/blob/master/.github/copilot-instructions.md,4,8,50.0,5,7,4,Documentation & References,Build  & Run; Configuration & Environment; Project Management,Architecture; Implementation Details; System Overview; Test
324,microsoft,react-native-windows,https://github.com/microsoft/react-native-windows/blob/main/.github/copilot-instructions.md,5,10,50.0,8,7,5,Documentation & References; Performance; Test,Configuration & Environment; UI/UX,Architecture; Build  & Run; Development Process; Implementation Details; System Overview
325,james-gould,azure-keyvault-emulator,https://github.com/james-gould/azure-keyvault-emulator/blob/master/.github/copilot-instructions.md,6,10,60.0,7,7,4,Architecture; Debugging; Development Process,Claude/AI Integration; Deployment and Operations; Security,Build  & Run; Configuration & Environment; System Overview; Test
326,owid,owid-grapher,https://github.com/owid/owid-grapher/blob/master/.github/copilot-instructions.md,1,1,100.0,1,0,0,Documentation & References,,
327,malgo-lang,malgo,https://github.com/malgo-lang/malgo/blob/master/.github/copilot-instructions.md,3,8,37.5,6,7,5,Development Process,Configuration & Environment; System Overview,Architecture; Build  & Run; Debugging; Implementation Details; Test
328,Comfy-Org,ComfyUI_frontend,https://github.com/Comfy-Org/ComfyUI_frontend/blob/main/.github/copilot-instructions.md,6,7,85.71,1,7,1,,Architecture; Claude/AI Integration; Configuration & Environment; Development Process; System Overview; UI/UX,Implementation Details
329,dotnet,SqlClient,https://github.com/dotnet/SqlClient/blob/main/.github/copilot-instructions.md,5,9,55.56,6,7,4,Claude/AI Integration; Development Process,Deployment and Operations; Project Management; Security,Documentation & References; Implementation Details; System Overview; Test
330,friendsofhyperf,components,https://github.com/friendsofhyperf/components/blob/main/.github/copilot-instructions.md,5,10,50.0,8,7,5,Build  & Run; Deployment and Operations; Development Process,Claude/AI Integration; Configuration & Environment,Architecture; Documentation & References; Implementation Details; System Overview; Test
331,FricoRico,Versta.Android,https://github.com/FricoRico/Versta.Android/blob/main/.github/copilot-instructions.md,6,8,75.0,3,7,2,Development Process,Architecture; Claude/AI Integration; Maintanability; Project Management; UI/UX,Implementation Details; System Overview
332,dotnet,docs-aspire,https://github.com/dotnet/docs-aspire/blob/main/.github/copilot-instructions.md,3,7,42.86,4,7,4,,Architecture; Configuration & Environment; Security,Claude/AI Integration; Documentation & References; Implementation Details; System Overview
